PUBLISHER_NAME	PUBLISHER_FILENAME	PUBLISHER_MODE	PUBLISHER_URL	PUBLISHER_PAGES	PUBLISHER_PAGES_NR	PUBLISHER_RESULTS_NODE	PUBLISHER_RESULTS_REGEX	PUBLISHER_RESULTS_ADDCODE_YESNO	PUBLISHER_RESULTS_ADDITIONAL_CODE	PUBLISHER_RESULTS_PER_PAGE	PUBLISHER_PAGE_URL_BEFORE	PUBLISHER_PAGE_URL_AFTER	PUBLISHER_PAGE_I	JOURNALNAME_CSS	JOURNALNAMES_ADDCODE_YESNO	JOURNALNAMES_ADDITIONAL_CODE	JOURNAL_URL_NODES	JOURNALURL_ADDCODE_YESNO	JOURNALURL_ADDITIONAL_CODE	JOURNALURL_PASTE	COMMENT	OTHER
OMICS	omics	RSelenium	https://www.omicsonline.org/open-access-journals-list.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	.card-body > nav > a	1	"journalnames <- gsub(""( Hybrid)* Open Access Journal"", """", journalnames)"	.card-body > nav > a	0	NA	NA	fine	OMIT_URL_UNIQUE
SCIRP	scirp	rvest	https://www.scirp.org/journal/indexbytitle.aspx	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.content section div.mediabox ul li a	0	NA	div.content section div.mediabox ul li a	0	NA	NA	fine	NA
Academic Journals	acadjourn	rvest	https://academicjournals.org/journal	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.col-lg-12 h5 a	0	NA	div.col-lg-12 h5 a	0	NA	https://academicjournals.org	fine	NA
Allied Academies	allied	rvest	https://www.alliedacademies.org/journals-by-title.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	main .nav > a.nav-link	0	NA	main .nav > a.nav-link	0	NA	NA	fine	NA
University of Chicago Press	uchicago	rvest	NA	MULTIPLE	5	NA	NA	0	NA	NA	https://www.journals.uchicago.edu/action/showPublications?pageSize=20&startPage=	NA	i-1	h4.meta__title > a	0	NA	h4.meta__title > a	0	NA	https://www.journals.uchicago.edu/toc	fine	NA
ACS	acs	{STH MISSING HERE}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JSciMedCentral	jscimed	rvest	https://www.jscimedcentral.com/journals.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.tab_container > div.tab_content td > div > a	1	"journalnames <- journalnames[!journalnames %in% ""Home Page""]"	div.tab_container > div.tab_content td > div > a	0	NA	https://www.jscimedcentral.com/	fine	NA
Copernicus	NA	{STH MISSING HERE}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COMPLICATED (SUBCATEGORIES)	NA
Ubiquity Press	ubiquity1	rvest	https://www.ubiquitypress.com/site/journals/	single	single	NA	NA	0	NA	NA	NA	NA	NA	ul.journal-list > li h2	0	NA	ul.journal-list > li a.series-button	0	NA	NA	fine	NA
Ubiquity Press	ubiquity2	rvest	https://www.ubiquitypress.com/site/journals/hosted/	single	single	NA	NA	0	NA	NA	NA	NA	NA	ul.journal-list > li h2	1	"journalnames <- journalnames[!journalnames %in% ""Impact on Policy and Practice""]"	ul.journal-list > li a.series-button	0	NA	NA	fine	NA
ABA	NA	{STH MISSING HERE}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	[too heterogenenous to scrape]	NA
bepress	NA	{STH MISSING HERE}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	[not a publisher]	NA
Minerva Medica	minerva	rvest	https://www.minervamedica.it/en/journals/index.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	#Content > div:nth-child(5) > p	0	NA	#Content > div:nth-child(5) > p > a	0	NA	https://www.minervamedica.it/en/journals	fine	NA
Universitas Diponegoro	NA	{STH MISSING HERE}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COMPLICATED (UNSTRUCTURED)	NA
Pensoft Publishers	pensoft	rvest	https://pensoft.net/browse-journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.col-md-5.col-xs-12 > a	0	NA	div.col-md-5.col-xs-12 > a	0	NA	NA	fine	NA
ASME	asme	RSelenium	https://www.asme.org/publications-submissions/journals/find-journal?type=Journals&perPage=25&sortBy=title&sortByDir=asc&page=1	MULTIPLE	2	div.total-results	(?<=of ).*?(?= )	0	NA	25	https://www.asme.org/publications-submissions/journals/find-journal?type=Journals&perPage=25&sortBy=title&sortByDir=asc&page=	NA	i	section.listing h5	0	NA	section.listing > div > a	0	NA	https://www.asme.org	(not working, possibly because of Rselenium and Multiple pages?)	NA
JAMA	jama	rvest	https://jamanetwork.com/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.nav-journals > div a	0	NA	div.nav-journals > div a	0	NA	https://jamanetwork.com	fine	NA
Hogrefe	hogrefe	rvest	https://www.hogrefe.com/us/journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.columns.site-content a.teaser-box > h2	0	NA	div.columns.site-content a.teaser-box	0	NA	https://www.hogrefe.com	fine	NA
University of California Press	ucpress	rvest	https://online.ucpress.edu/journals#journal-list	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.homepage-panel-text > h3 > a	0	NA	div.homepage-panel-text > h3 > a	0	NA	https://online.ucpress.edu	fine	NA
Edinburgh University Press	edinburgh	rvest	NA	MULTIPLE	3	NA	NA	0	NA	NA	https://euppublishing.com/action/showPublications?startPage=	NA	i-1	div.pubTitle > a	0	NA	div.pubTitle > a	0	NA	https://euppublishing.com	fine	NA
Universidad de Murcia	unimurcia	rvest	https://revistas.um.es/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.journals > ul > li h3 > a	0	NA	div.journals > ul > li h3 > a	0	NA	NA	fine	NA
University of Toronto Press	utoronto	rvest	https://utpjournals.press/journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.bigger-letters ul li a	0	NA	div.bigger-letters ul li a	0	NA	https://utpjournals.press	fine	NA
Universidad Complutense Madrid	ucm	rvest	https://revistas.ucm.es/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#materias div.panel-body > div > a	0	NA	#materias div.panel-body > div > a	0	NA	https://revistas.ucm.es	fine	NA
AOSIS	aosis	rvest	https://aosis.co.za/journal-collection/	single	single	NA	NA	0	NA	NA	NA	NA	NA	h3.wpdaddy_portfolio_list__title	0	NA	div.wpdaddy_portfolio_list__content > a	0	NA	https://aosis.co.za/journal-collection	fine	NA
Begell House	begell	rvest	https://www.begellhouse.com/journals/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.products-list-info a.products-list-title	0	NA	div.products-list-info a.products-list-title	0	NA	https://www.begellhouse.com	COMPLICATED	NA
Indiana University Press	uindiana	rvest	NA	MULTIPLE	5	NA	NA	0	NA	NA	https://iupress.org/journals/page/	/	i	#page h2.entry-title > a	0	NA	#page h2.entry-title > a	0	NA	NA	fine	NA
Universitas Gadjah Mada	ugm	rvest	https://jurnal.ugm.ac.id/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#content > h3	0	NA	"//div[@class=""content""]/a[following-sibling::text()[contains(., ""View Journal"")]]"	0	NA	NA	error with xpath	NA
Alma Mater Studiorum Università di Bologna	bologna	rvest	https://journals.unibo.it/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.body > h3 > a	0	NA	div.body > h3 > a	0	NA	NA	fine	NA
Canadian Center of Science and Education	ccse	rvest	http://www.ccsenet.org/journal/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#journalMainContent > ul.list-group > li > a	0	NA	#journalMainContent > ul.list-group > li > a	0	NA	http://www.ccsenet.org	fine	NA
Universidade Federal de Santa Catarina	ufsc	rvest	https://periodicos.bu.ufsc.br/periodicos-de-a-a-z/	single	single	NA	NA	0	NA	NA	NA	NA	NA	h4 a:last-of-type	1	"journalnames <- sub(""[[:blank:]]+$"", """", journalnames); journalnames <- stringi::stri_remove_empty(journalnames)"	h4 a:last-of-type	0	NA	NA	error with number of journals/links	NA
University of Pittsburgh	pitt	rvest	https://library.pitt.edu/publications	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.views-field > h3.field-content > a	0	NA	div.views-field > h3.field-content > a	0	NA	NA	fine	NA
Baishideng	baishideng	rvest	https://www.wjgnet.com/bpg/journals.htm	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.bgpjournals > table > tbody > tr > td:nth-child(3) > a	0	NA	div.bgpjournals > table > tbody > tr > td:nth-child(3) > a	0	NA	https://www.wjgnet.com	COMPLICATED	NA
Berghahn	berghahn	rvest	https://www.berghahnjournals.com/page/journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	#pageContent > div > div.blocks.row > div > a > img	1	journalnames <- rvest::html_attr(journalnames, 'alt')	#pageContent > div > div.blocks.row > div > a	0	NA	https://www.berghahnjournals.com	fine	SESSION_REQUIRED-and-OMIT_NAME_TEXT
Institut d'Estudis Catalans	iec	rvest	http://revistes.iec.cat/	single	single	NA	NA	0	NA	NA	NA	NA	NA	td > a	0	NA	td > a	0	NA	NA	(not working … something with session I guess)	SESSION_REQUIRED
ICE Virtual Library	ice	rvest	https://www.icevirtuallibrary.com/action/showPublications?pubType=journal&pageSize=50&startPage=0	single	single	NA	NA	0	NA	NA	NA	NA	NA	ol.browse-results h4 a	0	NA	ol.browse-results h4 a	0	NA	https://www.icevirtuallibrary.com	fine	NA
CSIRO	csiro	rvest	https://www.publish.csiro.au/journals/all	single	single	NA	NA	0	NA	NA	NA	NA	NA	#mainContent ul > li > a	0	NA	#mainContent ul > li > a	0	NA	https://www.publish.csiro.au	fine	NA
Tehran University of Medical Sciences	tehran	rvest	https://journals.tums.ac.ir/en	single	single	NA	NA	0	NA	NA	NA	NA	NA	ul > li > h2 > a	0	NA	ul > li > h2 > a	0	NA	NA	fine	NA
Mark Allen Group	markallen	rvest	https://www.magonlinelibrary.com/action/showPublications?pubType=journal&pageSize=50	single	single	NA	NA	0	NA	NA	NA	NA	NA	main > div.main-container div > ul > li h4 > a	0	NA	main > div.main-container div > ul > li h4 > a	0	NA	https://www.magonlinelibrary.com	fine	NA
University of Illinois Press	uillinois	rvest	https://www.press.uillinois.edu/journals/journals_browse.html	single	single	NA	NA	0	NA	NA	NA	NA	NA	#main-content > div.journals-wrapper > div > a > div.title_data	0	NA	#main-content > div.journals-wrapper > div > a	0	NA	https://www.press.uillinois.edu	COMPLICATED	NA
E-Cronicon	ecronicon	rvest	https://www.ecronicon.com/journals.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	#jcontent > li > a	0	NA	#jcontent > li > a	0	NA	https://www.ecronicon.com/	fine	NA
American Institute of Physics	aip	rvest	https://aip.scitation.org/	single	single	NA	NA	0	NA	NA	NA	NA	NA	span.journal-title > a	0	NA	span.journal-title > a	0	NA	https://aip.scitation.org	fine	NA
MIT Press	mit	rvest	https://direct.mit.edu/journals/pages/browse_by_title	single	single	NA	NA	0	NA	NA	NA	NA	NA	#mainContent > div > a	0	NA	#mainContent > div > a	0	NA	https://direct.mit.edu	fine	NA
Macrothink	macrothink	rvest	http://macrothink.org/journal/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#intro > table > tbody > tr > td a	0	NA	#intro > table > tbody > tr > td a	0	NA	NA	fine	NA
Nakladatelske Stredisko Clsje Purkyne	prolekare	rvest	https://www.prolekare.cz/en/journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	ul > li > a.m-list-column__link	0	NA	ul > li > a.m-list-column__link	0	NA	https://www.prolekare.cz	fine	NA
Universitas Ahmad Dahlan	ahmaddahlan	rvest	http://journal.uad.ac.id/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#content > h3	0	NA	"//*[@id=""content""]/a[following-sibling::text()[contains(., ""View Journal"")]]"	0	NA	NA	COMPLICATED	NA
Consejo Superior de Investigaciones Científicas	csic	rvest	http://revistas.csic.es/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#centrorev > div dl > dt > a	1	journalnames <- stringr::str_squish(journalnames)	#centrorev > div dl > dt > a	0	NA	NA	fine	NA
Asian Network for Scientific Information	ansinet	rvest	https://ansinet.com/journals.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	section table.table-users td > a	0	NA	section table.table-users td > a	0	NA	https://ansinet.com	fine	NA
Future Medicine	futuremed	rvest	https://www.futuremedicine.com/action/showPublications?pubType=journal&startPage=0&pageSize=100	single	single	NA	NA	0	NA	NA	NA	NA	NA	main.content div.list-journals span.title	0	NA	main.content div.list-journals figure a	0	NA	https://www.futuremedicine.com	fine	NA
Future Science	futuresci	rvest	https://www.future-science.com/action/showPublications?pubType=journal&startPage=0&pageSize=100	single	single	NA	NA	0	NA	NA	NA	NA	NA	main.content div.list-journals span.title	0	NA	main.content div.list-journals figure a	0	NA	https://www.future-science.com	fine	NA
Lavoisier	lavoisier	rvest	https://www.revuesonline.com/portail/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#portail > ul > li > h4 > a	1	"journalnames <- stringr::str_remove(journalnames, ""^[0-9]+"")"	#portail > ul > li > h4 > a	0	NA	NA	fine	NA
Edizioni Ca Foscari	cafoscari	rvest	https://edizionicafoscari.unive.it/en/edizioni4/catalogo/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.collection > a.collection-item	0	NA	div.collection > a.collection-item	0	NA	https://edizionicafoscari.unive.it	fine	NA
Il Mulino	mulino	rvest	https://www.mulino.it/riviste	single	single	NA	NA	0	NA	NA	NA	NA	NA	#center-column div.table-of-contents div > div.item-name	0	NA	#center-column div.table-of-contents div > div.item-name > a	0	NA	https://www.mulino.it	fine	NA
Academic Publishing House Researcher	aphr	rvest	http://aphrsro.net/info/journals.html	single	single	NA	NA	0	NA	NA	NA	NA	NA	#zebras > tbody > tr > td > a	0	NA	#zebras > tbody > tr > td > a	0	NA	NA	fine	NA
Universidad de Chile	unichile	rvest	https://revistas.uchile.cl/	single	single	NA	NA	0	NA	NA	NA	NA	NA	ul.rslides > li > div > a > span.hi	0	NA	ul.rslides > li > div > a	0	NA	NA	fine	NA
Liverpool University Press	liverpool	rvest	https://www.liverpooluniversitypress.co.uk/journals/browse-our-journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	ul.relaxed >li > div > a	1	"journalnames <- stringr::str_extract(journalnames, ""^.*(?= \\|)"")"	ul.relaxed >li > div > a	0	NA	https://www.liverpooluniversitypress.co.uk	fine	NA
Penn State University Press	psupress	rvest	https://www.psupress.org/Journals/jnls_listing.html	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.col > ul > li > a	0	NA	div.col > ul > li > a	0	NA	https://www.psupress.org/Journals/	fine	NA
Rila	rila	RSelenium	https://journalsnew.rila.co/#	single	single	NA	NA	0	NA	NA	NA	NA	NA	h4	0	NA	div.wpb_single_image > figure.vc_figure > a.vc_single_image-wrapper	0	NA	https://journalsnew.rila.co	error because of https-security-certificate	NA
Universidade de Brasília	unibrasilia	rvest	https://bce.unb.br/portalperiodicos/periodicos-de-a-a-z/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.wpb_wrapper > h3 > a	0	NA	div.wpb_wrapper > h3 > a	0	NA	NA	fine	NA
Universidade Estadual de Campinas	enicamp	rvest	https://periodicos.sbu.unicamp.br/ojs/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.body > h3 > a	0	NA	div.body > h3 > a	0	NA	NA	fine	NA
Boom juridisch	boom	rvest	https://www.bjutijdschriften.nl/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#journals > li.journal > a > div.title	0	NA	#journals > li.journal > a	0	NA	https://www.bjutijdschriften.nl	fine	NA
Human Kinetics	humankinetics	rvest	https://journals.humankinetics.com/page/70	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.container2 > a > span.collection-title	0	NA	#pageContent > div > div.container2 > a	0	NA	https://journals.humankinetics.com	fine	SESSION_REQUIRED
Canadian Science Publishing Journals	cdnsciencepub	rvest	https://cdnsciencepub.com/action/showPublications?display=byAlphabet&pubType=journal	MULTIPLE	3	NA	NA	0	NA	NA	https://cdnsciencepub.com/action/showPublications?display=byAlphabet&pubType=journal&pageSize=10&startPage=	NA	i-1	ul.search-journals > div.issue-item > a.issue-item__title > h4	0	NA	ul.search-journals > div.issue-item > a.issue-item__title	0	NA	https://cdnsciencepub.com	fine	NA
Universidad de Costa Rica	costarica	rvest	https://revistas.ucr.ac.cr/	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.site-journal-body > h3.site-journal-title > a	0	NA	div.site-journal-body > h3.site-journal-title > a	0	NA	NA	fine	NA
Amsterdam University Press	amsterdam	rvest	https://www.aup.nl/en/journal	single	single	NA	NA	0	NA	NA	NA	NA	NA	div._3dD4o > section > article > a > h1	0	NA	div._3dD4o > section > article > a	0	NA	https://www.aup.nl	fine	NA
Firenze University Press	fupress	rvest	https://journals.fupress.net/journal/	single	single	NA	NA	0	NA	NA	NA	NA	NA	article > header > h2.entry-title > a	0	NA	article > header > h2.entry-title > a	0	NA	NA	fine	NA
Institution of Engineering and Technology	iet	RSelenium	https://digital-library.theiet.org/content/journals/;jsessionid=aoa1fclfnm5q7.x-iet-live-01?pageSize=100&page=1	single	single	.resultsnav > p:nth-child(1)	(?<=of ).*?(?= items)	0	NA	20	https://digital-library.theiet.org/content/journals/?page=	NA	i	h5 a	0	NA	ul.flat > li.item-display > h5 a	0	NA	https://digital-library.theiet.org	fine	NA
Peeters	peeters	rvest	https://poj.peeters-leuven.be/content.php	single	single	NA	NA	0	NA	NA	NA	NA	NA	a.listjournals	0	NA	a.listjournals	0	NA	https://poj.peeters-leuven.be	fine	NA
Universidad Nacional Autonoma de Mexico	unam	RSelenium	http://www.revistas.unam.mx/catalogo/index.php/revistas/index	MULTIPLE	UNKNOWN	div.dataTables_info:nth-child(1)	(?<=de ).*?(?=$)	0	NA	10	NA	NA	NA	.table > tbody > tr > td:nth-child(1) > a.externo	0	NA	.table > tbody > tr > td:nth-child(1) > a.externo	0	NA	NA	not working…	NA
European Geosciences Union	egu	rvest	https://www.egu.eu/publications/open-access-journals/	single	single	NA	NA	0	NA	NA	NA	NA	NA	#content div.col-md-10 a.h3	0	NA	#content div.col-md-10 a.h3	0	NA	NA	fine	NA
Gerflint	gerflint	rvest	https://gerflint.fr/publication	single	single	NA	NA	0	NA	NA	NA	NA	NA	#ariext97 > li > a.ux-menu-link-level-0	0	NA	#ariext97 > li > a.ux-menu-link-level-0	0	NA	https://gerflint.fr	fine	NA
John Libbey Eurotext	libbey	rvest	https://www.jle.com/en/revues/index.phtml	single	single	NA	NA	0	NA	NA	NA	NA	NA	#col_content article > div.texte > h3 > a	0	NA	#col_content article > div.texte > h3 > a	0	NA	https://www.jle.com	fine	NA
Science Publications	sciencepub	rvest	https://thescipub.com/journals	single	single	NA	NA	0	NA	NA	NA	NA	NA	div.journals > div.filterSection h3 > a	0	NA	div.journals > div.filterSection h3 > a	0	NA	https://thescipub.com	fine	NA
Carl Hanser Verlag	carlhanser	{STH MISSING HERE}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Juta	juta	rvest	https://juta.co.za/law/juta-law-journals/	single	single	NA	NA	0	NA	NA	NA	NA	NA	.container > table.no-header > tbody > tr > td:nth-child(1) a	0	NA	.container > table.no-header > tbody > tr > td:nth-child(1) a	0	NA	https://juta.co.za	fine	NA
Presses Universitaires de France	puf	rvest	https://www.puf.com/revues	single	single	NA	NA	0	NA	NA	NA	NA	NA	article div.field-item ul > li > a	0	NA	article div.field-item ul > li > a	0	NA	https://www.puf.com	fine	OMIT_ALL_UNIQUE
Longdom	longdom	RSelenium	https://www.longdom.org/journals-by-title.html	single	single	NA	NA	0	NA	NA	NA	NA	NA	a.deep-orange-400-before	0	NA	a.deep-orange-400-before	0	NA	NA	fine	NA
